BibNum,Title,Author,ISBN,PublicationYear,Publisher,Subjects,ItemType,ItemCollection,FloatingItem,ItemLocation,ReportDate,ItemCount
3149247,Trace [sound recording] / Son Volt.,Son Volt (Musical group),,p2015.,"Rhino/Warner Bros.,","Rock music 1991 2000, Country music 1991 2000",accd,cacd,NA,cen,2017-09-01T00:00:00.000,2
2363867,A million dots / Andrew Clements ; illustrated by Mike Reed.,"Clements, Andrew, 1949-",0689858248,c2006.,"Simon & Schuster Books for Young Readers,",Million The number Juvenile literature,jcbk,ncnf,NA,lcy,2017-09-01T00:00:00.000,1
2721929,"Good night, world / words by Willa Perlman ; pictures by Carolyn Fisher.","Perlman, Willa","1442401974, 9781442401976",2011.,"Beach Lane Books,","Stories in rhyme Juvenile fiction, Bedtime Juvenile fiction",jcbk,ncpic,NA,rbe,2017-09-01T00:00:00.000,1
1801370,"Charts and publications. 2, United States Pacific Coast, including Hawaii, Guam, and Samoa Islands.",,,,"National Oceanic and Atmospheric Administration, National Ocean Service,","Nautical charts Pacific Coast U S Catalogs Periodicals, Nautical charts Hawaii Catalogs Periodicals, Nautical charts Mariana Islands Catalogs Periodicals, Nautical charts Samoan Islands Catalogs Periodicals",acmap,canf,NA,cen,2017-09-01T00:00:00.000,1
3044157,"Gluten-free artisan bread in five minutes a day : the baking revolution continues with 90 new, delicious, and easy recipes made with gluten-free flours / Jeff Hertzberg, M.D. and Zoë François ; photographs by Stephen Scott Gross.","Hertzberg, Jeff","1250018315, 9781250018311",2014.,"Thomas Dunne Books/St. Martin's Press,","Gluten free diet Recipes, Bread, Cooking Bread, COOKING Courses Dishes Bread, COOKING Methods Baking, Cookbooks",acbk,canf,NA,cen,2017-09-01T00:00:00.000,2
251291,Our navy for a thousand years; a concise account of all the principal operations in which the British navy has been engaged from the reign of King Alfred to the present time.,"Eardley-Wilmot, Sydney Marow, Sir, 1847-1929.",,[1932?],S. Low,"Great Britain Royal Navy History, Great Britain History Naval",arbk,caref,NA,cen,2017-09-01T00:00:00.000,1
3091442,The horse Comanche [sound recording] / Chadwick Stokes.,"Stokes, Chadwick.",,[2015],"Ruff Shod Records,",Popular music 2011 2020,accd,nacd,Floating,net,2017-09-01T00:00:00.000,1
3082810,Mama Seeton's whistle / by Jerry Spinelli ; art by LeUyen Pham.,"Spinelli, Jerry","0316122173, 9780316122177",2015.,"Little, Brown and Company,","Whistling Juvenile fiction, Mother and child Juvenile fiction, Families Juvenile fiction",jcbk,ncpic,NA,bea,2017-09-01T00:00:00.000,1
1873603,Structural details manual / David R. Williams.,"Williams, David R., P.E.",0070704430,c1999.,"McGraw Hill,",Building Details,acbk,canf,NA,cen,2017-09-01T00:00:00.000,1
345206,Handbook of structural concrete / edited by F.K. Kong ... [and others].,,0070115737,1983.,"McGraw-Hill,",Concrete Handbooks manuals etc,arbk,caref,NA,cen,2017-09-01T00:00:00.000,1
3262481,"The 5 second rule : transform your life, work, and confidence with everyday courage / Mel Robbins.","Robbins, Mel, 1968-","1682612384, 9781682612385",2017.,"Savio Republic,","Self esteem Psychological aspects, Courage Popular works, Motivation Psychology",acbk,nanf,NA,bro,2017-09-01T00:00:00.000,1
2973471,Side effects may vary / Julie Murphy.,"Murphy, Julie, 1985-","006224535X, 9780062245359",[2014],"Balzer + Bray, an imprint of HarperCollinsPublishers,","Leukemia Juvenile fiction, Revenge Juvenile fiction, Interpersonal relations Juvenile fiction, Love Fiction, Friendship Fiction",acbk,nyfic,NA,wts,2017-09-01T00:00:00.000,1
3093908,The tricks and treats of Halloween / by Angela Murphy ; illustrated by Rich Wake.,"Murphy, Angela.","1481409786, 1481409794, 9781481409780, 9781481409797",[2014],"Simon Spotlight,",Halloween Juvenile literature,jcbk,nchol,NA,lcy,2017-09-01T00:00:00.000,1
2760676,Let's throw a St. Patrick's Day party! / Rachel Lynette.,"Lynette, Rachel","1448825741, 144882737X, 1448827388, 9781448825745, 9781448827374, 9781448827381",2012.,"PowerKids Press,","Saint Patricks Day decorations Juvenile literature, Saint Patricks Day Juvenile literature, Cooking Irish Juvenile literature, Childrens parties Juvenile literature, Parties",jcbk,nchol,NA,bro,2017-09-01T00:00:00.000,1
2001090,Hens dancing / Raffaella Barker.,"Barker, Raffaella, 1964-",0375503862,2001.,"Random House,","Single mothers Fiction, Mother and child Fiction, Norfolk England Fiction, Domestic fiction, Pastoral fiction",acbk,cafic,NA,cen,2017-09-01T00:00:00.000,1
2774333,Why be happy when you could be normal? / Jeanette Winterson.,"Winterson, Jeanette, 1959-","0802120105, 9780802120106",[2012].,"Grove Press,","Winterson Jeanette 1959, Lesbians England Biography, Authors English Biography, Women authors Biography, Mothers and daughters Biography",acbk,nab,NA,lcy,2017-09-01T00:00:00.000,1
2667150,Henry and the bully / Nancy Carlson.,"Carlson, Nancy L.","0670011487, 9780670011483",2010.,"Viking,","Bullies Fiction, Mice Juvenile fiction, Animals Fiction, Schools Fiction",jcbk,ncpic,NA,lcy,2017-09-01T00:00:00.000,1
1785040,Sóng trôi : tập truyện / Ngự Thuyét.,Ngự Thuyét,,1996.,"Thanh Văn,",,acbk,caln,NA,cen,2017-09-01T00:00:00.000,1
2622635,A very big bunny / Marisabina Russo.,"Russo, Marisabina","0375844635, 037594463X, 9780375844638, 9780375944635",c2010.,"Schwartz & Wade Books,","Size Fiction, Individuality Juvenile fiction, Schools Fiction, Friendship Fiction, Rabbits Juvenile fiction",jcbk,ncpic,NA,swt,2017-09-01T00:00:00.000,1
258271,"Massachusetts memorial to her soldiers and sailors who died in the Department of No. Carolina, 1861-1865, dedicated at New Bern, No. Carolina, November 11, 1908.","Gardner, James Browne, 1842-",,[1909],"[Gardner and Taplin],","Massachusetts Militia, North Carolina History Civil War 1861 1865, United States History Civil War 1861 1865 Regimental histories Massachusetts, National Cemetery New Bern N C",arbk,caref,NA,cen,2017-09-01T00:00:00.000,1
3286332,Lowlands : [a novel] / Terence Gallagher.,"Gallagher, Terence","1604891912, 9781604891911",[2017],"Livingston Press, The University of West Alabama,","High school students Fiction, Bildungsromans, Time travel Fiction, Queens New York N Y Fiction, Ireland Fiction, Scotland Fiction, Young adult fiction, Coming of age Fiction, Celts Fiction, Teenage boys Fiction, Queens New York N Y Fiction",acbk,nyfic,NA,bal,2017-09-01T00:00:00.000,1
204414,Ways and means of using birds in combating noxious insects; proceedings of conferences held on 25-28 November 1953 and 21-23 December 1954. Edited by L.P. Poznanin. [Translated by E. Rosenthal].,Soviet Union. Upravlenie po zapovednikam i okhotnichʹemu khoz︠i︡aĭstvu,,1956 [1960],"Ministry of Agriculture of the USSR, [Israel Program for Scientific Translations; available from the Office of Technical Services, Washington],","Beneficial birds Congresses, Insect pests Biological control Congresses",arbk,cs7r,NA,cen,2017-09-01T00:00:00.000,1
